"16:28 WIB lalin di bund Kalibanteng terpantau relatif lancar, patuhi rambu2 lalin &amp; marka jalan #lalinSMG https://t.co/uuWwn4tnPw
","traffic","['16', '28', 'wib', 'lalin', 'di', 'bundaran', 'kalibanteng', 'terpantau', 'relatif', 'lancar', 'patuhi', 'rambu2', 'lalin', 'amp', 'marka', 'jalan']"
"15:47 WIB lalin di simp Fatmawati terpantau lancar, patuhi rambu2 lalin &amp; marka jalan #lalinSMG https://t.co/4ihuW1glW0
","traffic","['15', '47', 'wib', 'lalin', 'di', 'simpang', 'fatmawati', 'terpantau', 'lancar', 'patuhi', 'rambu2', 'lalin', 'amp', 'marka', 'jalan']"
"15:09 WIB lalin di simp Soekarno-Hatta terpantau relatif lancar dr semua arah, patuhi rambu2 lalin #lalinSMG https://t.co/83q1sHoLK1
","traffic","['15', '09', 'wib', 'lalin', 'di', 'simpang', 'soekarno', 'hatta', 'terpantau', 'relatif', 'lancar', 'dari', 'semua', 'arah', 'patuhi', 'rambu2', 'lalin']"
"14:45 WIB lalin di simp Supryadi terpantau relatif lancar dr semua arah, patuhi rambu lalin &amp; marka jalan #lalinSMG https://t.co/uozCPm8G0C
","traffic","['14', '45', 'wib', 'lalin', 'di', 'simpang', 'supryadi', 'terpantau', 'relatif', 'lancar', 'dari', 'semua', 'arah', 'patuhi', 'rambu', 'lalin', 'amp', 'marka', 'jalan']"
"14:17 WIB lalin di simp Gayamsari terpantau ramai lancar dr arah barat, arah lainnya lancar #lalinSMG https://t.co/yClBiDpW0c
","traffic","['14', '17', 'wib', 'lalin', 'di', 'simpang', 'gayamsari', 'terpantau', 'ramai', 'lancar', 'dari', 'arah', 'barat', 'arah', 'lainnya', 'lancar']"
"13.55 WIB Lalin di simp Lamper Gajah lancar dari Jl.B.Sudiarto, Lamper &amp; Gajah #lalinSMG https://t.co/tnrVxDTjyz
","traffic","['13', '55', 'wib', 'lalin', 'di', 'simpang', 'lamper', 'gajah', 'lancar', 'dari', 'jalan', 'b', 'sudiarto', 'lamper', 'amp', 'gajah']"
"13.28 WIB Situasi arus lalin di simp Peterongan ramai lancar. KBM dari Jl.Sriwijaya meningkat #lalinSMG https://t.co/xIjFXGdIWO
","traffic","['13', '28', 'wib', 'situasi', 'arus', 'lalin', 'di', 'simpang', 'peterongan', 'ramai', 'lancar', 'kbm', 'dari', 'jalan', 'sriwijaya', 'meningkat']"
"13.11 WIB Kondisi arus lalin di simp Milo ramai lancar. Tdk tampak kepadatan KBM di semua arah #lalinSMG https://t.co/KqbFlN4pvu
","traffic","['13', '11', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simpang', 'milo', 'ramai', 'lancar', 'tidak', 'tampak', 'kepadatan', 'kbm', 'di', 'semua', 'arah']"
"12.40 WIB Kondisi arus lalin di simp Bangkong ramai lancar dari Jl.A.Yani, Katamso &amp; MT.Haryono #lalinSMG https://t.co/xK06k6bl8Y
","traffic","['12', '40', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simpang', 'bangkong', 'ramai', 'lancar', 'dari', 'jalan', 'a', 'yani', 'katamso', 'amp', 'mt', 'haryono']"
"12.05 WIB Lalin di simp Hutama Karya ramai lancar. KBM dari arah barat Jl.A.Yani meningkat #lalinSMG https://t.co/G2oicrX8fI
","traffic","['12', '05', 'wib', 'lalin', 'di', 'simpang', 'hutama', 'karya', 'ramai', 'lancar', 'kbm', 'dari', 'arah', 'barat', 'jalan', 'a', 'yani', 'meningkat']"
"12.00 WIB Kondisi arus lalin di simp Polda ramai lancar dari Jl.Diponegoro, Veteran, Pahlawan, Sriwijaya #lalinSMG https://t.co/oHpX3JB6V0
","traffic","['12', '00', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simpang', 'polda', 'ramai', 'lancar', 'dari', 'jalan', 'diponegoro', 'veteran', 'pahlawan', 'sriwijaya']"
"11.55 WIB Lalin d simp Thamrin Pandanaran ramai lancar. Didominasi dari Jl.Pahlawan kedua arah #lalinSMG https://t.co/G5UAbRvjYk
","traffic","['11', '55', 'wib', 'lalin', 'd', 'simpang', 'thamrin', 'pandanaran', 'ramai', 'lancar', 'didominasi', 'dari', 'jalan', 'pahlawan', 'kedua', 'arah']"
"11.50 WIB Lalin di bundaran Tugumuda ramai lancar. KBM dari Jl.Imam Bonjol &amp; Pemuda meningkat #lalinSMG https://t.co/aJNbikmZgn
","traffic","['11', '50', 'wib', 'lalin', 'di', 'bundaran', 'tugumuda', 'ramai', 'lancar', 'kbm', 'dari', 'jalan', 'imam', 'bonjol', 'amp', 'pemuda', 'meningkat']"
"11.45 WIB Situasi arus lalin di simp Sam Poo Kong ramai lancar dari arah Kaligarang &amp; Pamularsih #lalinSMG https://t.co/zXC7elC0YK
","traffic","['11', '45', 'wib', 'situasi', 'arus', 'lalin', 'di', 'simpang', 'sam', 'poo', 'kong', 'ramai', 'lancar', 'dari', 'arah', 'kaligarang', 'amp', 'pamularsih']"
"11.40 WIB Kondisi arus lalin di simp Karang Ayu ramai lancar. Didominasi dari Jl.J.Sudirman #lalinSMG https://t.co/6jihHYRf0S
","traffic","['11', '40', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simpang', 'karang', 'ayu', 'ramai', 'lancar', 'didominasi', 'dari', 'jalan', 'j', 'sudirman']"
"11.20 WIB Situasi arus lalin di simp A.Saleh lancar dari Jl.A.Saleh &amp; Sri Rejeki. Cuaca cerah #lalinSMG https://t.co/DlsjSTfOnW
","traffic","['11', '20', 'wib', 'situasi', 'arus', 'lalin', 'di', 'simpang', 'a', 'saleh', 'lancar', 'dari', 'jalan', 'a', 'saleh', 'amp', 'sri', 'rejeki', 'cuaca', 'cerah']"
"11.00 WIB Bund Kalibanteng ramai lancar. Volume KBM didominasi dari Jl.Siliwangi, Exit Bandara &amp; Sudirman #lalinSMG https://t.co/PGRjFhbwbK
","traffic","['11', '00', 'wib', 'bundaran', 'kalibanteng', 'ramai', 'lancar', 'volume', 'kbm', 'didominasi', 'dari', 'jalan', 'siliwangi', 'exit', 'bandara', 'amp', 'sudirman']"
"10.40 WIB Kondisi arus lalin di simp Fatmawati ramai lancar dari arah timur Jl.B.Sudiarto #lalinSMG https://t.co/uCHTvhHJKR
","traffic","['10', '40', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simpang', 'fatmawati', 'ramai', 'lancar', 'dari', 'arah', 'timur', 'jalan', 'b', 'sudiarto']"
"10.20 WIB Situasi arus lalin di simp Soekarno Hatta lancar dari Jl.B.Sudiarto &amp; Arteri #lalinSMG https://t.co/qf44XBI7kj
","traffic","['10', '20', 'wib', 'situasi', 'arus', 'lalin', 'di', 'simpang', 'soekarno', 'hatta', 'lancar', 'dari', 'jalan', 'b', 'sudiarto', 'amp', 'arteri']"
"10.15 WIB Situasi arus lalin di simp Supriyadi lancar dari Jl.B.Sudiarto &amp; Supriyadi. Patuhi rambu lalin #lalinSMG https://t.co/Q6GhKd33Ui
","traffic","['10', '15', 'wib', 'situasi', 'arus', 'lalin', 'di', 'simpang', 'supriyadi', 'lancar', 'dari', 'jalan', 'b', 'sudiarto', 'amp', 'supriyadi', 'patuhi', 'rambu', 'lalin']"
"09.39 WIB Lalin di simp Lamper Gajah ramai lancar dari Jl.B.Sudiarto. Kaki arah lainnya lancar #lalinSMG https://t.co/QRymO9TaKm
","traffic","['09', '39', 'wib', 'lalin', 'di', 'simpang', 'lamper', 'gajah', 'ramai', 'lancar', 'dari', 'jalan', 'b', 'sudiarto', 'kaki', 'arah', 'lainnya', 'lancar']"
"09.23 WIB Situasi arus lalin di simp Peterongan lancar dari Jl.MT.Haryono &amp; Sriwijaya #lalinSMG https://t.co/FczHx3RSSe
","traffic","['09', '23', 'wib', 'situasi', 'arus', 'lalin', 'di', 'simpang', 'peterongan', 'lancar', 'dari', 'jalan', 'mt', 'haryono', 'amp', 'sriwijaya']"
"08.55 WIB Kondisi arus lalin di simp Milo lancar. Cuaca cerah. Patuhi rambu lalin #lalinSMG https://t.co/U4quLpATX6
","traffic","['08', '55', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simpang', 'milo', 'lancar', 'cuaca', 'cerah', 'patuhi', 'rambu', 'lalin']"
"08.20 WIB Kondisi arus lalin di simo Bangkong ramai lancar. Patuhi selalu rambu lalin #lalinSMG https://t.co/1H3jpJnl3S
","traffic","['08', '20', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simo', 'bangkong', 'ramai', 'lancar', 'patuhi', 'selalu', 'rambu', 'lalin']"
"08.50 WIB Lalin simp A.Yani-Ki.Mangunsarkoro ramai lancar. Ki.Mangunsarkoro ditutup utk Pasar Minggu Pagi #lalinSMG https://t.co/w7Qbk1lRJX
","traffic","['08', '50', 'wib', 'lalin', 'simpang', 'a', 'yani', 'ki', 'mangunsarkoro', 'ramai', 'lancar', 'ki', 'mangunsarkoro', 'ditutup', 'utk', 'pasar', 'minggu', 'pagi']"
"07.55 WIB Lalin di simp Thamrin Pandanaran lancar. Ke arah Simpang Lima ditutup untuk acara CFD #lalinSMG https://t.co/UJMMkagigq
","traffic","['07', '55', 'wib', 'lalin', 'di', 'simpang', 'thamrin', 'pandanaran', 'lancar', 'ke', 'arah', 'simpang', 'lima', 'ditutup', 'untuk', 'acara', 'cfd']"
"06.50 WIB Kondisi arus lalin di simp Karang Ayu lancar dari Jl.J.Sudirman &amp; Anjasmoro #lalinSMG https://t.co/96GAt9d8fm
","traffic","['06', '50', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simpang', 'karang', 'ayu', 'lancar', 'dari', 'jalan', 'j', 'sudirman', 'amp', 'anjasmoro']"
"06.30 WIB Situasi arus lalin di simp A.Saleh lengang dari Jl.A.Saleh &amp; Sri Rejeki #lalinSMG https://t.co/FoDivXOQhc
","traffic","['06', '30', 'wib', 'situasi', 'arus', 'lalin', 'di', 'simpang', 'a', 'saleh', 'lengang', 'dari', 'jalan', 'a', 'saleh', 'amp', 'sri', 'rejeki']"
"06.20 WIB Bundaran Kalibanteng lancar dari Jl.Siliwangi, A.Saleh, Pamularsih, Sudirman &amp; Exit Bandara #lalinSMG https://t.co/cjqKmkGsvY
","traffic","['06', '20', 'wib', 'bundaran', 'kalibanteng', 'lancar', 'dari', 'jalan', 'siliwangi', 'a', 'saleh', 'pamularsih', 'sudirman', 'amp', 'exit', 'bandara']"
"06.10 WIB Kondisi arus lalin di simp Krapyak lancar dari Jl.Siliwangi &amp; Exit Tol Krapyak #lalinSMG https://t.co/S8CfSBZDbn
","traffic","['06', '10', 'wib', 'kondisi', 'arus', 'lalin', 'di', 'simpang', 'krapyak', 'lancar', 'dari', 'jalan', 'siliwangi', 'amp', 'exit', 'tol', 'krapyak']"
"21.51 WIB Simp Pasar Gayam terpantau lancar, vol KBM normal #lalinSMG https://t.co/wq2QWmVvxv
","traffic","['21', '51', 'wib', 'simpang', 'pasar', 'gayam', 'terpantau', 'lancar', 'vol', 'kbm', 'normal']"
"20.56 WIB simp Lamper gajah terpantau ramai lancar dr jl lamper, dr arah lain lancar #lalinSMG https://t.co/UZ7QGsXOxe
","traffic","['20', '56', 'wib', 'simpang', 'lamper', 'gajah', 'terpantau', 'ramai', 'lancar', 'dari', 'jalan', 'lamper', 'dari', 'arah', 'lain', 'lancar']"
"20.29 WIB Simp polda terpantau ramai lancar dr jl sriwijaya &amp; diponegoro #lalinSMG https://t.co/3WLIJapcoW
","traffic","['20', '29', 'wib', 'simpang', 'polda', 'terpantau', 'ramai', 'lancar', 'dari', 'jalan', 'sriwijaya', 'amp', 'diponegoro']"
"20.08 WIB Simp sam poo kong terpantau ramai lancar #lalinSMG https://t.co/VjuXgvcxQr
","traffic","['20', '08', 'wib', 'simpang', 'sam', 'poo', 'kong', 'terpantau', 'ramai', 'lancar']"
"19.51 WIB Simp thamrin  ke simp 5 dialihkan, ramai lancar dr arah barat #lalinSMG https://t.co/b0uNtiexYO
","traffic","['19', '51', 'wib', 'simpang', 'thamrin', 'ke', 'simpang', '5', 'dialihkan', 'ramai', 'lancar', 'dari', 'arah', 'barat']"
"19.14 WIB Bund tugumuda terpantau ramai lancar dr semua arah #lalinSMG https://t.co/GoWv5Rx2Ib
","traffic","['19', '14', 'wib', 'bundaran', 'tugumuda', 'terpantau', 'ramai', 'lancar', 'dari', 'semua', 'arah']"
"18.51 WIB simp karang ayu terpantau ramai lancar dr arah barat &amp; timur jl sudirman #lalinSMG https://t.co/2ybZU8pb4U
","traffic","['18', '51', 'wib', 'simpang', 'karang', 'ayu', 'terpantau', 'ramai', 'lancar', 'dari', 'arah', 'barat', 'amp', 'timur', 'jalan', 'sudirman']"
"18:28 WIB lalin simp KaliBanteng terpantau lancar. Hati2 &amp; Patuhi rambu lalin #LalinSMG https://t.co/QtH4daxBDi
","traffic","['18', '28', 'wib', 'lalin', 'simpang', 'kalibanteng', 'terpantau', 'lancar', 'hati2', 'amp', 'patuhi', 'rambu', 'lalin']"
"17:40 WIB lalin simp Krapyak terpantau lancar. hati2 &amp; patuhi rambu lalin #LalinSMG https://t.co/G1kVtbJp7k
","traffic","['17', '40', 'wib', 'lalin', 'simpang', 'krapyak', 'terpantau', 'lancar', 'hati2', 'amp', 'patuhi', 'rambu', 'lalin']"
"08.42 WIB simp peterpngan ramai lancar dr jl MT Haryono #lalinSMG https://t.co/3nTJzdmnZH
","traffic","['08', '42', 'wib', 'simpang', 'peterpngan', 'ramai', 'lancar', 'dari', 'jalan', 'mt', 'haryono']"
"08.10 WIB simp milo terpantau ramai lancar dr jl katamso ke simp bangkong #lalinSMG https://t.co/nAlGYeMVeF
","traffic","['08', '10', 'wib', 'simpang', 'milo', 'terpantau', 'ramai', 'lancar', 'dari', 'jalan', 'katamso', 'ke', 'simpang', 'bangkong']"
"07.55 WIB Simp bangkong lancar dr jl katamso &amp; mataram #lalinSMG https://t.co/zUaPhHHvbt
","traffic","['07', '55', 'wib', 'simpang', 'bangkong', 'lancar', 'dari', 'jalan', 'katamso', 'amp', 'mataram']"
"07.30 WIB simp hutama karya terpantau lancar, vol KBM normal #lalinSMG https://t.co/XYUZaMVNgP
","traffic","['07', '30', 'wib', 'simpang', 'hutama', 'karya', 'terpantau', 'lancar', 'vol', 'kbm', 'normal']"
"07.15 WIB Simp polda terpantau lancar dr jl diponegoro, sriwijaya, veteran, pahlawan #lalinSMG https://t.co/zdirhYOgbV
","traffic","['07', '15', 'wib', 'simpang', 'polda', 'terpantau', 'lancar', 'dari', 'jalan', 'diponegoro', 'sriwijaya', 'veteran', 'pahlawan']"
"07.06 WIB simp Thamrin terpantau lancar, cuaca berawan #lalinSMG https://t.co/qoadVH6djZ
","traffic","['07', '06', 'wib', 'simpang', 'thamrin', 'terpantau', 'lancar', 'cuaca', 'berawan']"
"06.36 WIB Simp Abdurrahmansaleh terpantau lancar dr semua arah #lalinSMG https://t.co/suGxMLMrzm
","traffic","['06', '36', 'wib', 'simpang', 'abdurrahmansaleh', 'terpantau', 'lancar', 'dari', 'semua', 'arah']"
"17.44 wib lalin di simp Thamrin ramai dr barat ke timur &amp; dr jalan thamrin #LalinSMG https://t.co/lz8xALsGj8
","traffic","['17', '44', 'wib', 'lalin', 'di', 'simpang', 'thamrin', 'ramai', 'dari', 'barat', 'ke', 'timur', 'amp', 'dari', 'jalan', 'thamrin']"
"17.07 wib lalin di simp Sampokong lancar dr semua kaki simpang #LalinSMG https://t.co/iDeDt8GqtH
","traffic","['17', '07', 'wib', 'lalin', 'di', 'simpang', 'sampokong', 'lancar', 'dari', 'semua', 'kaki', 'simpang']"
"16.46 wib lalin di simp karangayu lancar dr semua kaki ismpang #LalinSMG https://t.co/sTaMd6T9lP
","traffic","['16', '46', 'wib', 'lalin', 'di', 'simpang', 'karangayu', 'lancar', 'dari', 'semua', 'kaki', 'ismpang']"
"16.34 wib lalin di simp abdurahman saleh lancar dr semua kaki simpang #LalinSMG https://t.co/DgCtNhW5Mj
","traffic","['16', '34', 'wib', 'lalin', 'di', 'simpang', 'abdurahman', 'saleh', 'lancar', 'dari', 'semua', 'kaki', 'simpang']"
"16.16 wib lalin di simp kalibanteng ramai lancar di jl siliwangi, lancar di jl pamularish &amp; pamularsih #LalinSMG https://t.co/xiwMWVyj06
","traffic","['16', '16', 'wib', 'lalin', 'di', 'simpang', 'kalibanteng', 'ramai', 'lancar', 'di', 'jalan', 'siliwangi', 'lancar', 'di', 'jalan', 'pamularish', 'amp', 'pamularsih']"
"15.41 wib lalin di simp Fatmawati ramai lancar dr semua kaki simpang #LalinSMG https://t.co/4pD6LHfDK5
","traffic","['15', '41', 'wib', 'lalin', 'di', 'simpang', 'fatmawati', 'ramai', 'lancar', 'dari', 'semua', 'kaki', 'simpang']"
"15.22 wib lalin di simp Soetta ramai lancar drkaki simpang #LalinSMG https://t.co/66s3pV0Xe4
","traffic","['15', '22', 'wib', 'lalin', 'di', 'simpang', 'soetta', 'ramai', 'lancar', 'drkaki', 'simpang']"
"15.05 wib lalin di simp Supriyadi lancar dr semua kaki simpang #LalinSMG https://t.co/e6M6e7jG1v
","traffic","['15', '05', 'wib', 'lalin', 'di', 'simpang', 'supriyadi', 'lancar', 'dari', 'semua', 'kaki', 'simpang']"
"14.44 wib lalin di simp gayam lancar dr semua kaki simpang #LalinSMG https://t.co/KVaG9lrEEt
","traffic","['14', '44', 'wib', 'lalin', 'di', 'simpang', 'gayam', 'lancar', 'dari', 'semua', 'kaki', 'simpang']"
"14.29 wib lalin di simp lamper ramai lancar dr barat ke timur &amp; sebaliknya, &amp; dr jl lamper #LalinSMG https://t.co/QVIfXzTE5o
","traffic","['14', '29', 'wib', 'lalin', 'di', 'simpang', 'lamper', 'ramai', 'lancar', 'dari', 'barat', 'ke', 'timur', 'amp', 'sebaliknya', 'amp', 'dari', 'jalan', 'lamper']"
"14.16 wib lalin di simp Milo lancar dr barat ke timur &amp; sebalknya &amp; cuaca mendung #LalinSMG https://t.co/tPtXP9z1E9
","traffic","['14', '16', 'wib', 'lalin', 'di', 'simpang', 'milo', 'lancar', 'dari', 'barat', 'ke', 'timur', 'amp', 'sebalknya', 'amp', 'cuaca', 'mendung']"
"13.50 WIB Simp Bangkong terpantau ramai KBM dr jl katamso &amp; jl mataram, vol KBM meningkat #lalinSMG https://t.co/ojvYJqNFyw
","traffic","['13', '50', 'wib', 'simpang', 'bangkong', 'terpantau', 'ramai', 'kbm', 'dari', 'jalan', 'katamso', 'amp', 'jalan', 'mataram', 'vol', 'kbm', 'meningkat']"
"13.40 WIB simp hutama karya terpantau ramai lancar dr jl A Yani di ke dua arahnya #lalinSMG https://t.co/l3TjCys8Bc
","traffic","['13', '40', 'wib', 'simpang', 'hutama', 'karya', 'terpantau', 'ramai', 'lancar', 'dari', 'jalan', 'a', 'yani', 'di', 'ke', 'dua', 'arahnya']"
"13.31 WIB Simp polda terpantau ukup padat KBM dr jl pahlawan &amp; diponegoro #lalinSMG https://t.co/uE5mAo4x8u
","traffic","['13', '31', 'wib', 'simpang', 'polda', 'terpantau', 'ukup', 'padat', 'kbm', 'dari', 'jalan', 'pahlawan', 'amp', 'diponegoro']"
"13.15 WIB simp thamrin terpantau ramai lancar dr arah barat &amp; timur, vol KBM meningkat #lalinSMG https://t.co/lXogrno5Uh
","traffic","['13', '15', 'wib', 'simpang', 'thamrin', 'terpantau', 'ramai', 'lancar', 'dari', 'arah', 'barat', 'amp', 'timur', 'vol', 'kbm', 'meningkat']"
"13.05 WIB Situasi arus lalin di simp A.Saleh lancar dari Jl.A.Saleh &amp; Sri Rejeki #lalinSMG https://t.co/GflbogKIFY
","traffic","['13', '05', 'wib', 'situasi', 'arus', 'lalin', 'di', 'simpang', 'a', 'saleh', 'lancar', 'dari', 'jalan', 'a', 'saleh', 'amp', 'sri', 'rejeki']"
"11.27 WIB Bund kalibanteng terpantau padat KBM dr jl siliwangi, bandara, sudirman #LalinSMG https://t.co/zMyKPz2sHJ
","traffic","['11', '27', 'wib', 'bundaran', 'kalibanteng', 'terpantau', 'padat', 'kbm', 'dari', 'jalan', 'siliwangi', 'bandara', 'sudirman']"
"11.20 WIB Simp krapyak terpantau ramai dr jl siliwangi ke jrakah #lalinSMG https://t.co/Wionm4FARw
","traffic","['11', '20', 'wib', 'simpang', 'krapyak', 'terpantau', 'ramai', 'dari', 'jalan', 'siliwangi', 'ke', 'jrakah']"
"11.02 WIB Simp Fatmawati terpantau ramai lancar dr jl fatmawati #lalinSMG https://t.co/Uhpy8KExgB
","traffic","['11', '02', 'wib', 'simpang', 'fatmawati', 'terpantau', 'ramai', 'lancar', 'dari', 'jalan', 'fatmawati']"
"10.50 WIB Simp Soekarno hatta terpantau ramai lancar dr arah barat &amp; timur #lalinSMG https://t.co/6X1pYCfCEU
","traffic","['10', '50', 'wib', 'simpang', 'soekarno', 'hatta', 'terpantau', 'ramai', 'lancar', 'dari', 'arah', 'barat', 'amp', 'timur']"
"10.40 WIB Simp supriyadi terpantau lancar dr semua arah, vol KBM normal #lalinSMG https://t.co/aq8mPcWiAh
","traffic","['10', '40', 'wib', 'simpang', 'supriyadi', 'terpantau', 'lancar', 'dari', 'semua', 'arah', 'vol', 'kbm', 'normal']"
"10.36 WIB Simp Pasar gayam terpantau ramai relatif lancar dr arah barat &amp; timur #lalinSMG https://t.co/wTdgi6Dczd
","traffic","['10', '36', 'wib', 'simpang', 'pasar', 'gayam', 'terpantau', 'ramai', 'relatif', 'lancar', 'dari', 'arah', 'barat', 'amp', 'timur']"
"10.30 WIB simp Lamper gajah terpantau ramai lancar dr arah timur &amp; jl lamper #lalinSMG https://t.co/2ENcYXtBkJ
","traffic","['10', '30', 'wib', 'simpang', 'lamper', 'gajah', 'terpantau', 'ramai', 'lancar', 'dari', 'arah', 'timur', 'amp', 'jalan', 'lamper']"
"10.25 WIB simp Peterongan terpantau ramai lancar dr jl MT Haryono arah utara #lalinSMG https://t.co/6OusGtgRN0
","traffic","['10', '25', 'wib', 'simpang', 'peterongan', 'terpantau', 'ramai', 'lancar', 'dari', 'jalan', 'mt', 'haryono', 'arah', 'utara']"
"10.10 WIB simp Hutama karya terpantau ramai relatif lancar dr jl erlangga &amp; kimangunsarkoro #lalinSMG https://t.co/Ifr5JO2tgc
","traffic","['10', '10', 'wib', 'simpang', 'hutama', 'karya', 'terpantau', 'ramai', 'relatif', 'lancar', 'dari', 'jalan', 'erlangga', 'amp', 'kimangunsarkoro']"
"10.05 WIB Simp polda terpantau ramai lancar dr jl diponegoro &amp; pahlawan #lalinSMG https://t.co/J1KEBG8Vu2
","traffic","['10', '05', 'wib', 'simpang', 'polda', 'terpantau', 'ramai', 'lancar', 'dari', 'jalan', 'diponegoro', 'amp', 'pahlawan']"
"10.00 WIB Simp thamrin terpantau lancar dr jl pandanaran ke simp 5 #lalinSMG https://t.co/Ozbkevgl9a
","traffic","['10', '00', 'wib', 'simpang', 'thamrin', 'terpantau', 'lancar', 'dari', 'jalan', 'pandanaran', 'ke', 'simpang', '5']"
"09.55 WIB Bund tugumuda terpantau ramai KBM dr jl imam bonjol, pandanaran, pemuda #lalinSMG https://t.co/vOnFk42ECA
","traffic","['09', '55', 'wib', 'bundaran', 'tugumuda', 'terpantau', 'ramai', 'kbm', 'dari', 'jalan', 'imam', 'bonjol', 'pandanaran', 'pemuda']"
"09.25 WIB Simp Fatmawati terpantau ramai lancar dr arah timur #lalinSMG https://t.co/K2bYehkTte
","traffic","['09', '25', 'wib', 'simpang', 'fatmawati', 'terpantau', 'ramai', 'lancar', 'dari', 'arah', 'timur']"
"09.15 WIB simp Supriyadi terpantau lancar dr arah barat &amp; timur jl brig sudiarto #lalinSMG https://t.co/Oqf102LibQ
","traffic","['09', '15', 'wib', 'simpang', 'supriyadi', 'terpantau', 'lancar', 'dari', 'arah', 'barat', 'amp', 'timur', 'jalan', 'brig', 'sudiarto']"
"09.05 WIB simp lamper terpantau ramai lancar dr jl lamper &amp; gajah raya #lalinSMG https://t.co/7JeUPf4bRY
","traffic","['09', '05', 'wib', 'simpang', 'lamper', 'terpantau', 'ramai', 'lancar', 'dari', 'jalan', 'lamper', 'amp', 'gajah', 'raya']"
"08.45 WIB Simp Milo terpantau ramai lancar dr Majapahit &amp; dr Cipto #lalinSMG https://t.co/EDMDVNo8LU
","traffic","['08', '45', 'wib', 'simpang', 'milo', 'terpantau', 'ramai', 'lancar', 'dari', 'majapahit', 'amp', 'dari', 'cipto']"
